name2,start,end,chr
LOC284577,205469024,205469024,1
CDK18,205512233,205532793,1
MFSD4A,205569069,205600461,1
LOC284578,205569305,205569305,1
ELK4,205616545,205623882,1
SLC45A3,205659233,205664656,1
LOC105371701,205690320,205690435,1
NUCKS1,205718279,205749973,1
RAB29,205770341,205774956,1
LOC105371702,205783623,205783623,1
SLC41A1,205791532,205810441,1
PM20D1,205813869,205850148,1
LOC107985250,205858623,205858623,1
LOC284581,205896087,205896087,1
SLC26A9,205914891,205943472,1
LOC103021295,205958388,205958388,1
LOC103021296,205978095,205978095,1
RAB7B,205978850,205994135,1
CTSE,206010139,206023791,1
LOC105372857,206072354,206072354,1
RHEX,206097828,206101952,1
AVPR1B,206110188,206116890,1
LOC105372869,206134142,206134142,1
LOC105372873,206165682,206165682,1
FAM72A,206187278,206203995,1
SRGAP2,206205970,206461420,1
IKBKE,206473227,206496890,1
MIR6769B,206474864,206474864,1
RASSF5,206507602,206586978,1
EIF2D,206581100,206612466,1
DYRK3,206635703,206648965,1
LOC105372876,206635957,206635957,1
MAPKAPK2,206685229,206732718,1
LOC105372877,206752402,206752402,1
IL10,206768635,206772435,1
IL19,206798894,206842622,1
LOC105372878,206842821,206842821,1
IL20,206865461,206868564,1
LOC105372879,206896077,206896077,1
IL24,206897832,206903059,1
FCMR,206905018,206922001,1
PIGR,206930317,206940531,1
FCAMR,206958515,206970125,1
C1orf116,207021957,207027598,1
LOC107984109,207042264,207042264,1
YOD1,207049019,207052235,1
PFKFB2,207054717,207079019,1
C4BPB,207089531,207099929,1
C4BPA,207113025,207144717,1
LOC107985251,207159509,207159509,1
CD55,207321765,207360966,1
LOC105372880,207425700,207425700,1
CR2,207454418,207485554,1
CR1,207496252,207639428,1
CR1L,207645233,207723685,1
CD46,207752212,207795511,1
MIR29C,207801939,207801939,1
MIR29B2,207802523,207802523,1
LOC148696,207822596,207822596,1
MIR29B2CHG,207822703,207822703,1
CD34,207887737,207911080,1
LOC107985253,207916170,207917092,1
LOC105372883,207963516,207965663,1
PLXNA2,208027242,208243981,1
LOC105372887,208111126,208111126,1
LOC105372884,208225535,208225535,1
LOC105372888,208245879,208245879,1
LOC105372889,208335607,208335607,1
LOC107985460,208487631,208487631,1
LINC01735,208613420,208613420,1
LOC105372891,208644481,208644481,1
LOC105372892,208728017,208728415,1
LINC01717,208733184,208733184,1
LINC01774,208975307,208975307,1
LOC105372895,209114455,209114455,1
LOC107985255,209133233,209133233,1
LOC105372896,209266737,209266737,1
LINC01696,209328532,209328532,1
LINC01698,209379690,209379690,1
MIR205,209432242,209432242,1
MIR205HG,209432549,209432549,1
LOC105372898,209542918,209542918,1
LOC105372899,209567802,209567802,1
LOC107985256,209590944,209590944,1
CAMK1G,209594983,209612875,1
LAMB3,209615270,209650944,1
MIR4260,209623510,209623510,1
LOC101930114,209675249,209742562,1
G0S2,209675684,209675996,1
HSD11B1,209704942,209734521,1
TRAF3IP3,209760039,209782315,1
C1orf74,209782824,209783634,1
IRF6,209788419,209801413,1
DIEXF,209828063,209851447,1
SYT14,209938250,210164291,1
KCNH1,210683280,211133945,1
LOC105372901,210744409,210753947,1
KCNH1-IT1,211133374,211133374,1
LOC105372902,211259292,211259292,1
RCOR3,211259560,211316385,1
TRAF5,211326698,211372702,1
LOC107985258,211382668,211382668,1
LOC107985259,211384284,211384284,1
LINC00467,211432535,211432535,1
RD3,211479035,211481451,1
LOC107985260,211544545,211544545,1
LOC107985261,211548280,211548280,1
SLC30A1,211575387,211578612,1
LOC105372903,211609570,211609570,1
LINC01693,211654622,211654622,1
NEK2,211658656,211675479,1
LOC91548,211687459,211687459,1
LOC105372904,211715994,211715994,1
LPGAT1,211749898,211830254,1
LOC102723727,211846662,211853703,1
INTS7,211941823,212035660,1
DTL,212035890,212102940,1
RPL21P28,212052051,212052051,1
MIR3122,212077685,212077685,1
LOC101929541,212234736,212285021,1
PPP2R5A,212286110,212360770,1
LOC107985262,212319525,212319525,1
SNORA16B,212352950,212352950,1
TMEM206,212365214,212414757,1
LOC105372906,212432806,212432806,1
NENF,212432943,212446379,1
LOC105372907,212468370,212472903,1
LOC105372908,212514782,212514782,1
LINC01740,212556066,212556066,1
ATF3,212615021,212620775,1
FAM71A,212624877,212626662,1
LOC102723761,212665643,212665649,1
BATF3,212686790,212699941,1
NSL1,212727141,212791763,1
TATDN3,212791921,212815156,1
SPATA45,212830241,212836149,1
FLVCR1-AS1,212858138,212858138,1
FLVCR1,212858452,212896221,1
VASH2,212950159,212988600,1
ANGEL2,212995040,213015875,1
RPS6KC1,213051404,213378738,1
LOC105372912,213865629,213865629,1
LINC00538,213926654,213926654,1
PROX1-AS1,213986153,213986153,1
PROX1,213996535,214035834,1
LOC105372911,214112163,214112163,1
SMYD2,214281254,214337136,1
LOC107985263,214345880,214345880,1
PTPN14,214357921,214464803,1
CENPF,214613754,214663794,1
LOC105372916,214826135,214826135,1
LOC105372915,214905479,214905479,1
KCNK2,215005921,215235145,1
LOC105372919,215567357,215567357,1
KCTD3,215567685,215620618,1
USH2A,215625780,216422336,1
LOC102723833,216086917,216086917,1
LOC105372918,216204366,216238036,1
LOC107985596,216496177,216496177,1
ESRRG,216506938,216905339,1
LOC107985461,217167801,217167801,1
LOC105372920,217190918,217190918,1
GPATCH2,217431144,217631084,1
SPATA17,217631378,217862854,1
SPATA17-AS1,217785120,217785120,1
LINC00210,217920804,217920804,1
LOC105372922,218048990,218048990,1
LINC01653,218059140,218059140,1
LOC105372923,218168594,218168594,1
RRP15,218285316,218331091,1
TGFB2-AS1,218345678,218345678,1
TGFB2,218346701,218444619,1
TGFB2-OT1,218443995,218443995,1
C1orf143,218525978,218525978,1
LOC105372924,218720622,218720622,1
LINC01710,218918511,218918511,1
LYPLAL1-AS1,219173788,219173788,1
LYPLAL1,219173890,219445121,1
LOC107984018,219429444,219434036,1
LOC107985272,219508405,219508405,1
LOC102723886,219557324,219557324,1
ZC3H11B,219609644,219612062,1
LOC105372926,219823753,219884298,1
SLC30A10,219915448,219959018,1
LOC107985281,219935113,219935113,1
EPRS,219968805,220046388,1
BPNT1,220058843,220079846,1
IARS2,220094216,220147635,1
LOC105373475,220112614,220112614,1
MIR215,220117962,220117962,1
MIR194-1,220118241,220118241,1
RAB3GAP2,220151250,220272337,1
MIR664A,220200619,220200619,1
SNORA36B,220200676,220200676,1
AURKAPS1,220267715,220267715,1
LOC105372929,220487618,220487618,1
LOC105372928,220494506,220494506,1
MARK1,220528822,220662166,1
C1orf115,220690402,220696731,1
MARC2,220748531,220784815,1
MARC1,220786944,220814393,1
LINC01352,220832429,220832429,1
HLX,220879857,220884704,1
HLX-AS1,220880140,220880140,1
LOC105372930,220982414,220982414,1
LOC107985296,221073648,221073648,1
LOC101929750,221107863,221107863,1
C1orf140,221336296,221336296,1
LOC105372932,221470217,221470217,1
LOC105372934,221504260,221504260,1
LOC107985462,221554314,221554314,1
LOC105372937,221563633,221563633,1
DUSP10,221702411,221742176,1
LOC105372945,221712800,221712800,1
LOC107985300,221760640,221760640,1
LINC01655,221840666,221840666,1
LINC02257,221978520,221978520,1
LINC02474,221984964,221984964,1
LINC01705,222059407,222059407,1
LOC105372956,222487199,222499064,1
HHIPL2,222509675,222548044,1
TAF1A,222558659,222589906,1
TAF1A-AS1,222592633,222592633,1
LOC107985318,222603194,222603194,1
MIA3,222618110,222665619,1
AIDA,222669892,222712895,1
BROX,222713273,222735192,1
FAM177B,222737304,222772019,1
LOC105372984,222773192,222773192,1
DISP1,222837384,223005972,1
LOC102724046,223095885,223095885,1
LOC107985323,223103333,223103333,1
TLR5,223110454,223113031,1
SUSD4,223222191,223364073,1
LOC105373025,223393183,223393183,1
CCDC185,223393475,223395347,1
LOC105373034,223508572,223508572,1
CAPN8,223541835,223665646,1
LOC105373281,223693450,223708362,1
CAPN2,223701828,223775844,1
LOC105373046,223740447,223740447,1
LOC105373041,223774345,223774345,1
TP53BP2,223780852,223845680,1
GTF2IP20,223992644,223992644,1
LOC100287497,224010607,224033859,1
LOC105373061,224068093,224073248,1
LOC105373056,224110977,224110977,1
FBXO28,224114129,224162047,1
DEGS1,224183336,224192478,1
LOC101927143,224213279,224213279,1
NVL,224227625,224330179,1
LOC101927164,224228043,224228043,1
MIR320B2,224257141,224257141,1
CNIH4,224356924,224379090,1
WDR26,224389834,224434767,1
MIR4742,224398311,224398311,1
CNIH3,224435088,224740549,1
LOC102723817,224616163,224616865,1
LOC105373106,224713790,224730463,1
LOC107985338,224773339,224773340,1
LOC105373108,224821241,224821241,1
LOC105373109,224929571,224929571,1
DNAH14,224952702,225399285,1
LBR,225403302,225428066,1
LOC105373110,225467774,225467774,1
ENAH,225497774,225653752,1
LOC102723834,225716947,225716947,1
LOC107985352,225745592,225745592,1
SRP9,225777940,225789359,1
EPHX1,225828729,225845347,1
TMEM63A,225847039,225882382,1
LEFTY1,225886726,225889066,1
PYCR2,225920454,225924110,1
MIR6741,225922142,225922142,1
LEFTY2,225937440,225941140,1
SDE2,225985301,225999312,1
H3F3A,226064351,226071479,1
LINC01703,226090289,226090289,1
ACBD3,226146609,226186675,1
ACBD3-AS1,226154977,226154977,1
LOC101927247,226197380,226197380,1
MIXL1,226223681,226225812,1
LIN9,226232500,226309875,1
PARP1,226361459,226407929,1
LOC105373115,226518093,226520800,1
LOC105373116,226543233,226543233,1
STUM,226548904,226602040,1
ITPKB,226634670,226737458,1
ITPKB-IT1,226675068,226675068,1
LOC105373117,226698242,226698242,1
LOC105373119,226870445,226870445,1
PSEN2,226881907,226903829,1
LOC107985354,226914706,226914706,1
COQ8A,226961385,226986737,1
LOC105379282,226976080,226976611,1
CDC42BPA,226994267,227317182,1
LINC01641,227410111,227410111,1
LOC105373122,227521056,227521056,1
ZNF678,227563694,227677443,1
JMJD4,227732391,227735411,1
SNAP47,227735409,227781231,1
LOC105373289,227788254,227789529,1
PRSS38,227815716,227846208,1
WNT9A,227921517,227947887,1
MIR5008,227941683,227941683,1
LOC107985355,227967920,227967920,1
LOC101060022,227969804,227971358,1
WNT3A,228007128,228066552,1
LOC100506571,228075730,228076354,1
ARF1,228097114,228098013,1
MIR3620,228097341,228097341,1
C1orf35,228101130,228103462,1
MRPL55,228106759,228111746,1
GUK1,228140302,228148852,1
GJC2,228157758,228159078,1
IBA57-AS1,228164848,228165512,1
IBA57,228165816,228175513,1
OBSCN,228211783,228378795,1
OBSCN-AS1,228213655,228213664,1
LOC101927401,228360976,228369935,1
TRIM11,228394704,228406561,1
MIR6742,228397109,228397109,1
LOC105373143,228965297,228965297,1
LOC112267873,229148904,229184464,1
LOC105373158,229222143,229222143,1
LOC102723935,229256698,229256698,1
LOC105373159,229271154,229271154,1
RAB4A,229271339,229305894,1
SPHAR,229305134,229305326,1
CCSAP,229325234,229343795,1
ACTA1,229431498,229433115,1
NUP133,229441903,229508342,1
LOC101927478,229514087,229514087,1
ABCB10,229518178,229558988,1
TAF5L,229594296,229614482,1
URB2,229627633,229659297,1
LOC105373161,229807848,229807848,1
LOC107985464,229820597,229820597,1
LOC105373162,229866962,229866962,1
LINC01682,229885818,229893908,1
LOC105373163,229900704,229900704,1
LINC01736,230007162,230007162,1
GALNT2,230058066,230279458,1
LOC112268229,230316302,230316302,1
PGBD5,230323424,230425928,1
LOC105373164,230499076,230499076,1
LOC105373165,230551176,230551176,1
LINC01737,230595583,230595583,1
LOC107985357,230604833,230604833,1
COG2,230642606,230693393,1
LOC107985358,230676373,230676373,1
AGT,230703140,230710850,1
LOC105373166,230745608,230745608,1
CAPN9,230747496,230801748,1
LOC107985359,230795196,230795196,1
C1orf198,230839851,230868512,1
LOC101927604,230879015,230879015,1
LOC105373167,230895652,230899592,1
TTC13,230906904,230978872,1
ARV1,230979105,231000733,1
FAM89A,231019862,231040211,1
MIR1182,231019924,231019924,1
TRIM67,231162969,231215440,1
LOC149373,231185013,231187567,1
C1orf131,231224278,231241141,1
GNPAT,231241378,231277542,1
LOC112268256,231270660,231270660,1
EXOC8,231335567,231337745,1
SPRTN,231338383,231353361,1
EGLN1,231366410,231421888,1
LOC107985360,231369843,231369843,1
SNRPD2P2,231476525,231476525,1
TSNAX,231528810,231564905,1
LINC00582,231612090,231612090,1
DISC1,231626867,232036831,1
TSNAX-DISC1,231702561,232041272,1
DISC2,231818517,231818517,1
LOC105373170,231822313,231847732,1
DISC1-IT1,231945205,231945205,1
LOC105373172,232058744,232058744,1
LOC105373171,232092497,232092497,1
LOC101929902,232313927,232313927,1
LOC105373196,232370410,232370410,1
LOC105373198,232378110,232378110,1
SIPA1L2,232399126,232515339,1
LINC01745,232722250,232722250,1
LINC01744,232742715,232742715,1
LOC107983960,232762405,232762405,1
MAP10,232805023,232808167,1
LOC101927711,232897656,232907476,1
LOC105373201,232918469,232918469,1
NTPCR,232950710,232978802,1
LOC107985361,232951441,232951441,1
PCNX2,232984303,233295730,1
MAP3K21,233328028,233382711,1
KCNK1,233614171,233671530,1
MIR4427,233624219,233624219,1
LOC107985362,233706965,233706965,1
SLC35F3,233905077,234323243,1
LOC107985363,233965793,233965793,1
LOC102724100,234273064,234273064,1
LOC105373206,234275220,234275220,1
MIR4671,234306539,234306539,1
LOC101927765,234373403,234373593,1
COA6,234373466,234383818,1
TARBP1,234391576,234479174,1
LINC01354,234531779,234531779,1
LOC107985465,234570341,234570341,1
IRF2BP2,234607136,234609494,1
LINC00184,234634780,234634780,1
LOC105373207,234649462,234649462,1
LOC101927787,234660924,234660924,1
LOC105373209,234683176,234684509,1
LOC105373208,234688832,234688832,1
LINC01132,234731643,234731643,1
LOC105373210,234748987,234748987,1
PP2672,234760056,234760056,1
LOC107985364,234777573,234777573,1
LOC107985365,234876895,234876895,1
LOC105373211,234957397,234957397,1
LOC101927851,234963999,234963999,1
LOC107985366,234980842,234980842,1
LINC01348,235069818,235069818,1
LOC107985746,235076363,235076363,1
TOMM20,235112063,235128715,1
SNORA14B,235127937,235127937,1
LOC105379283,235128588,235128588,1
RBM34,235131712,235161616,1
ARID4B,235168524,235328219,1
MIR4753,235190116,235190116,1
GGPS1,235335264,235344532,1
LYST,235662939,235883708,1
MIR1537,235853060,235853060,1
LOC105373215,235896569,235958942,1
LOC105373212,235972768,235972768,1
NID1,235977866,236065079,1
GPR137B,236142622,236213535,1
ERO1B,236218515,236281783,1
EDARADD,236394444,236482649,1
LGALS8-AS1,236524508,236524508,1
LGALS8,236526070,236548161,1
LOC107985367,236537884,236537884,1
HEATR1,236550901,236604095,1
ACTN2,236686673,236762619,1
MTR,236795320,236897644,1
LOC105373218,236921553,236924235,1
LOC107985368,237003056,237003056,1
MT1HL1,237004186,237004372,1
RYR2,237042521,237832647,1
MIR4428,237471191,237471191,1
ZP4,237882421,237890635,1
LOC100130331,237928321,237928321,1
LOC105373220,238445575,238445575,1
LINC01139,238486017,238486017,1
LOC105373222,238848059,238848059,1
LOC105373223,239254741,239254929,1
LOC105373225,239632213,239634384,1
CHRM3-AS2,239719119,239719119,1
CHRM3-AS1,239899872,239899872,1
CHRM3,239907451,239909224,1
LOC105373224,239918962,239952987,1
RPS7P5,240013260,240013260,1
FMN2,240092109,240474154,1
GREM2,240492968,240531687,1
LOC107985369,240578111,240578111,1
LOC105373228,240710069,240710069,1
LOC100506929,240743915,240743915,1
RGS7,240776162,241355776,1
MIR3123,241132346,241132346,1
LOC105373230,241433741,241433741,1
FH,241497827,241519722,1
KMO,241532324,241592153,1
LOC105373233,241588836,241588836,1
OPN3,241594427,241640254,1
CHML,241633795,241635766,1
WDR64,241652484,241801215,1
LOC105373231,241818767,241818767,1
EXO1,241850425,241889600,1
BECN2,241957766,241959062,1
MAP1LC3C,241996162,241999008,1
PLD5,242089853,242524276,1
LOC105373235,242271227,242271227,1
LOC105373234,242494021,242502812,1
LOC107985466,242554506,242554994,1
LOC105373258,243979514,243979514,1
LOC339529,244047317,244047317,1
ZBTB18,244051431,244055370,1
LOC440742,244065170,244065170,1
LOC112268257,244075364,244075364,1
LOC105373261,244118458,244118458,1
LOC105373260,244126310,244126327,1
LOC105373262,244254599,244325182,1
LOC107985371,244350792,244350792,1
C1orf100,244363950,244389069,1
ADSS,244409585,244451817,1
LOC105373264,244432537,244432537,1
CATSPERE,244452276,244640360,1
DESI2,244653313,244709034,1
LOC107985372,244803772,244803772,1
LOC112268258,244831481,244831481,1
COX20,244835714,244845063,1
SNORA100,244854217,244854217,1
HNRNPU,244854449,244864307,1
EFCAB2,244970418,245125228,1
LOC101928068,244970869,244970869,1
LOC107985725,245033464,245033464,1
KIF26B-AS1,245234517,245234517,1
SMYD3,245749562,246507217,1
LOC105373270,245813879,245813879,1
LOC105373269,245903928,245932598,1
LOC101928089,246112966,246113869,1
LOC112268277,246201788,246201788,1
LOC107985599,246294672,246294672,1
LOC107985726,246390133,246390133,1
LINC01743,246524287,246524287,1
TFB2M,246541030,246566138,1
CNST,246591562,246665905,1
LOC105373271,246609359,246609359,1
LOC102724382,246692529,246692529,1
SCCPDH,246724422,246767300,1
LOC107985373,246765254,246765254,1
LINC01341,246791486,246791486,1
AHCTF1,246840805,246931978,1
ZNF695,246945796,247008093,1
ZNF670,247037448,247078596,1
ZNF670-ZNF695,247078813,247078813,1
ZNF669,247100373,247104199,1
FLJ39095,247109561,247109561,1
C1orf229,247111510,247112224,1
ZNF124,247123867,247172363,1
MIR3916,247202060,247202060,1
LOC112268259,247210871,247210871,1
VN1R5,247256071,247257145,1
LOC105373273,247286486,247286486,1
ZNF496,247300518,247329578,1
LOC107985115,247329579,247374032,1
LOC107985375,247393862,247393862,1
NLRP3,247418794,247448504,1
OR2B11,247451028,247451982,1
OR2W5,247491127,247492090,1
GCSAML-AS1,247530804,247530804,1
OR2C3,247531548,247532511,1
GCSAML,247549191,247574382,1
OR2G2,247588359,247589313,1
OR2G3,247605585,247606515,1
LOC102724446,247643049,247643049,1
OR13G1,247672117,247673041,1
OR6F1,247711828,247712755,1
OR14A2,247723098,247724043,1
OR14K1,247738614,247739559,1
OR1C1,247757461,247758406,1
OR14A16,247814799,247815729,1
OR11L1,247840927,247841896,1
TRIM58,247857246,247876489,1
OR2W3,247895586,247896531,1
OR2T8,247921017,247921956,1
OR2AJ1,247933765,247934755,1
OR2L8,247948857,247949796,1
OR2AK2,247965331,247966339,1
OR2L1P,247991191,247991191,1
OR2L5,248021947,248022886,1
OR2L2,248038267,248039206,1
OR2L3,248060681,248061620,1
LOC105373275,248095542,248095542,1
OR2L13,248099375,248100314,1
OR2M1P,248122780,248122780,1
OR2M5,248145147,248146086,1
OR2M2,248179985,248181029,1
OR2M3,248203067,248204006,1
OR2M4,248238928,248239864,1
OR2T33,248272851,248273814,1
OR2T12,248294615,248295578,1
OR2M7,248323629,248324568,1
OR14C36,248348774,248349713,1
OR2G6,248521646,248522597,1
OR2T29,248558543,248559491,1
OR2T34,248573800,248574757,1
OR2T10,248592829,248645472,1
OR2T11,248626177,248627128,1
OR2T35,248638286,248639258,1
OR2T27,248649930,248650884,1
OR14I1,248681368,248682304,1
LOC101928226,248699110,248699110,1
LYPD8,248739610,248751081,1
LOC107985747,248743944,248743944,1
SH3BP5L,248811899,248824935,1
MIR3124,248826443,248826443,1
ZNF672,248847274,248848633,1
ZNF692,248850209,248860761,1
PGBD2,248913862,248918363,1
LOC105373318,248936684,248936684,1
ATAD1,291,87818231,10
LOC102723376,15576,15576,10
LOC105378536,30787,124151092,10
DLG5,31131,77926562,10
TUBB8,47056,49238,10
KAT6B,47533,75031046,10
LOC105378283,49237,45224469,10
CFL1P1,61434,87845612,10
LOC102724245,68996,27308826,10
KLLN,77774,87862487,10
PTEN,79773,87965472,10
ARMC4P1,96701,27335055,10
LOC101929180,106563,27344917,10
LINC01515,116354,65766541,10
LOC105378267,124848,42242291,10
OR13A1,128203,45304422,10
LOC101929347,139274,77900582,10
LOC101929165,141078,74936402,10
LOC101929373,154525,42277071,10
PTCHD3,159939,27414250,10
DLG5-AS1,168517,77929825,10
ZMYND11,180012,252470,10
ALOX5,215110,45446121,10
SNORD172,226467,75021791,10
DUPD1,242511,75058514,10
LOC107984190,248903,248903,10
LOC107984191,273616,273616,10
DIP2C,277324,689578,10
LOC102724323,293952,45453121,10
MARCH8,299069,45594902,10
LOC105376340,358604,358604,10
LOC101930421,631255,631255,10
MIR5699,641778,641778,10
PRR26,650110,667756,10
LARP4B,812925,885721,10
LOC101927762,942743,942743,10
LOC105376341,954622,955651,10
LOC107984285,988346,988346,10
GTPBP4,988479,1017227,10
IDI2,1019516,1024723,10
IDI1,1041186,1056716,10
IDI2-AS1,1044201,1044201,10
WDR37,1072155,1129344,10
LOC105376344,1159178,1159347,10
LINC00200,1164672,1164672,10
ADARB2,1183192,1737150,10
LOC105376342,1361951,1361951,10
ADARB2-AS1,1557008,1557008,10
LOC105376345,1772289,1772289,10
LOC105376346,1977951,1990380,10
LINC00700,2014348,2014348,10
MIR6072,2076089,2076089,10
LOC105376348,2189383,2189505,10
LOC107984168,2225470,2225470,10
LINC00701,2315074,2315074,10
LOC105376349,2325108,2325108,10
LOC107983989,2498702,2501947,10
LOC105376351,2501462,2501462,10
LOC105376350,2618741,2618742,10
LOC105376352,2986444,2986444,10
LOC101927824,3067402,3069256,10
PFKP,3067595,3136579,10
SNORD142,3134298,3134298,10
PITRM1,3138030,3172841,10
PITRM1-AS1,3148629,3148629,10
LOC105376353,3249133,3252628,10
LOC105376354,3258605,3258897,10
LOC107987146,3282310,3282310,10
LOC105376356,3314002,3314002,10
LOC105376358,3397355,3397355,10
LOC105376357,3398434,3398434,10
LOC101927880,3436105,3504437,10
LOC107984192,3491642,3491642,10
LOC107984193,3647546,3647546,10
LOC105376360,3750764,3750764,10
LOC105376361,3758666,3758666,10
LOC105376363,3769320,3769320,10
KLF6,3779538,3785281,10
LOC105376364,3808517,3808517,10
LOC105376365,3834728,3834728,10
LOC101927904,3935812,3935812,10
LOC105376367,3949354,3949354,10
MIR6078,3991259,3991259,10
LOC107984195,4047246,4051706,10
LOC107984196,4082722,4082722,10
LOC101927964,4089013,4089013,10
LOC105376368,4174602,4174612,10
LINC00702,4243912,4243912,10
LOC105376369,4256851,4256851,10
LOC105376370,4336845,4336845,10
LOC105376371,4370685,4370685,10
LOC105376372,4406350,4406350,10
LINC00703,4410612,4410612,10
LINC00705,4662419,4662419,10
MANCR,4678070,4678070,10
LOC105376373,4679654,4689309,10
LOC107984197,4721286,4721286,10
LOC105376374,4764117,4764117,10
LOC105376375,4766552,4766552,10
AKR1E2,4824936,4873236,10
AKR1C6P,4916273,4916273,10
AKR1C1,4963444,4977742,10
AKR1C2,4989995,5003835,10
LOC101928051,4997777,4997777,10
AKR1C3,5048811,5107503,10
LOC107984198,5082218,5082218,10
AKR1C8P,5185187,5185187,10
AKR1C4,5196867,5218760,10
LINC02561,5271236,5271236,10
UCN3,5373720,5374206,10
TUBAL3,5393516,5404792,10
NET1,5412692,5459056,10
CALML5,5498997,5499438,10
CALML3,5525085,5525535,10
CALML3-AS1,5526246,5526246,10
LOC107984169,5533123,5533123,10
LOC105376380,5552077,5554422,10
LOC105376381,5566881,5566881,10
LOC105376382,5596118,5596118,10
LOC105376383,5610446,5610446,10
LOC102723629,5618143,5618161,10
LOC107984199,5633759,5633759,10
ASB13,5640702,5666595,10
FAM208B,5685114,5763032,10
GDI2,5766005,5813258,10
ANKRD16,5878129,5889354,10
FBH1,5890345,5937593,10
LOC105376384,5945941,5945942,10
IL15RA,5948954,5978448,10
LOC107984200,5974064,5974064,10
IL2RA,6012871,6062151,10
LOC107984201,6036422,6036422,10
RBM17,6097065,6116832,10
LOC101928080,6141461,6141461,10
PFKFB3,6144997,6254369,10
MIR3155B,6152262,6152262,10
MIR3155A,6152277,6152277,10
LOC399715,6335982,6335982,10
LOC399716,6353808,6353808,10
PRKCQ,6394382,6515413,10
LOC107984202,6493371,6493371,10
PRKCQ-AS1,6585361,6585361,10
LOC101928150,6639781,6639781,10
LINP1,6738939,6738939,10
LINC00706,6779180,6779180,10
LOC107984203,6825214,6827198,10
LINC00707,6842906,6842906,10
LOC105376387,7097085,7119993,10
LOC105376386,7097675,7097675,10
SFMBT2,7163769,7381898,10
SNORD129,7186784,7186784,10
LOC105376388,7470834,7472903,10
LOC105376390,7540109,7540109,10
LOC105376391,7548704,7548704,10
ITIH5,7563082,7666892,10
ITIH2,7703434,7749334,10
KIN,7754063,7788027,10
ATP5F1C,7788207,7807662,10
LOC105376392,7807724,7818363,10
TAF3,7818709,8014751,10
LOC105376394,8042863,8042863,10
GATA3-AS1,8052491,8053484,10
GATA3,8055655,8074023,10
LOC107984204,8057382,8057382,10
LOC105376395,8097581,8097581,10
LOC107984206,8181591,8181591,10
LOC107984205,8216115,8217768,10
LINC00708,8268305,8268305,10
LOC105376396,8401541,8401541,10
LOC105376397,8454127,8454127,10
LOC105376399,8594352,8594352,10
LOC105376398,8594391,8594391,10
LOC105376400,8669802,8669802,10
LOC105755953,8914596,8914596,10
LINC00709,9287057,9287057,10
LOC101928272,9295593,9295593,10
LOC112268059,9312680,9312680,10
LOC105376402,9787483,9878080,10
LOC105376403,9940724,9940724,10
LOC101928298,10063502,10063502,10
LOC107984207,10341258,10341258,10
LOC101928322,10462349,10462349,10
SFTA1P,10794914,10794914,10
CELF2,10796887,11329053,10
LOC105376405,10931813,10931813,10
LINC00710,10952163,10952163,10
CELF2-AS2,11105488,11105488,10
CELF2-AS1,11344674,11344674,10
LOC105376409,11355466,11355466,10
USP6NL,11462440,11611789,10
LOC105376411,11470596,11470596,10
LOC105376410,11517623,11517623,10
LOC107984208,11611331,11611979,10
LOC105376412,11679646,11680514,10
LOC105376413,11682029,11682029,10
ECHDC3,11742576,11763544,10
LOC105379850,11783631,11783631,10
LOC105376415,11785332,11785332,10
PROSER2,11852077,11870406,10
PROSER2-AS1,11894710,11894710,10
UPF2,11921297,12042841,10
LOC105376416,12046077,12046077,10
DHTKD1,12069033,12120888,10
SEC61A2,12129787,12169958,10
MIR548AK,12130816,12130816,10
NUDT5,12167701,12186291,10
CDC123,12196245,12250337,10
CAMK1D,12349818,12828887,10
LOC107984209,12477111,12477111,10
MIR4480,12578823,12578823,10
MIR4481,12653197,12653197,10
MIR548Q,12725353,12725353,10
CCDC3,12898415,13001570,10
LOC105376418,12929062,12929062,10
OPTN,13109122,13136866,10
MCM10,13164202,13209310,10
UCMA,13222102,13234258,10
PHYH,13278300,13300042,10
SEPHS1,13319141,13344950,10
LOC105376419,13409240,13409240,10
LOC105376420,13423758,13423758,10
BEND7,13439171,13528533,10
LOC105376421,13530264,13530264,10
LOC105376422,13557170,13557170,10
PRPF18,13587086,13645343,10
FRMD4A,13646932,14330884,10
LOC105376426,13727941,13730173,10
LOC105376425,14005796,14005796,10
LOC101928453,14087881,14087881,10
MIR4293,14383277,14383277,10
MIR1265,14436661,14436661,10
FAM107B,14521189,14774663,10
LOC105376429,14655065,14655065,10
LOC105376428,14660885,14660885,10
CDNF,14819979,14837946,10
HSPA14,14838402,14871606,10
SUV39H2,14878888,14904315,10
DCLRE1C,14899249,14954432,10
MEIG1,14954240,14988050,10
DCLRE1CP1,15035425,15035425,10
OLAH,15047288,15073229,10
ACBD7,15078529,15088728,10
ACBD7-DCLRE1CP1,15088776,15088776,10
C10orf111,15096356,15096824,10
RPP38,15103314,15104166,10
NMT2,15105002,15168612,10
LOC105376431,15119336,15119336,10
LOC107984210,15140569,15140569,10
PPIAP30,15155347,15155347,10
LOC105376434,15207400,15207400,10
LOC107984211,15211337,15211337,10
FAM171A1,15212914,15374517,10
LOC105376433,15237848,15237848,10
ITGA8,15517157,15719771,10
MINDY3,15778991,15860510,10
LOC102724039,16289462,16289462,10
PTER,16437667,16517962,10
C1QL3,16514527,16521065,10
LOC101928701,16539768,16539768,10
